timestamp,location,pm25,pm10,co,no2,temperature,humidity,wind_speed,temperature_inversion,aqi,aqi_category,is_anomaly
2025-04-22 12:57:24.601906,Pusat_Kota,30.72,61.12,1.539,29.97,35.6,33.8,0.21,0,90,Sedang,0
2025-04-22 13:57:24.601906,Perumahan_Utara,28.43,71.47,1.773,33.7,21.9,77.7,0.29,0,85,Sedang,0
2025-04-22 14:57:24.601906,Taman_Selatan,136.33,290.35,1.608,33.08,32.2,79.2,1.44,1,193,Tidak Sehat,1
2025-04-22 15:57:24.601906,Perumahan_Utara,54.41,91.31,0.1,37.43,20.9,90.7,5.69,0,148,Tidak Sehat untuk Sensitif,0
2025-04-22 16:57:24.601906,Taman_Selatan,104.08,207.3,1.985,58.65,19.4,72.9,1.8,0,176,Tidak Sehat,0
2025-04-22 17:57:24.601906,Pusat_Kota,227.45,413.17,1.807,62.93,21.0,78.2,0.59,1,252,Sangat Tidak Sehat,1
2025-04-22 18:57:24.601906,Industri_Barat,43.13,86.08,1.823,80.97,26.9,86.0,1.28,0,119,Tidak Sehat untuk Sensitif,0
2025-04-22 19:57:24.601906,Jalan_Raya_Timur,99.21,145.51,2.089,34.33,29.9,60.4,0.5,0,173,Tidak Sehat,0
2025-04-22 20:57:24.601906,Pusat_Kota,12.21,20.62,0.48,25.87,25.5,52.6,5.85,0,50,Baik,0
2025-04-22 21:57:24.601906,Jalan_Raya_Timur,122.58,218.92,2.182,51.89,22.6,66.9,4.65,0,185,Tidak Sehat,0
2025-04-22 22:57:24.601906,Industri_Barat,15.68,37.24,2.378,53.48,29.6,54.7,6.19,0,58,Sedang,0
2025-04-22 23:57:24.601906,Industri_Barat,61.57,122.78,1.476,40.92,28.9,87.1,7.27,0,153,Tidak Sehat,0
2025-04-23 00:57:24.601906,Pusat_Kota,5.11,21.4,1.033,29.01,28.0,60.4,0.23,0,21,Baik,0
2025-04-23 01:57:24.601906,Industri_Barat,39.26,68.73,1.707,9.04,32.4,67.1,6.24,0,110,Tidak Sehat untuk Sensitif,0
2025-04-23 02:57:24.601906,Taman_Selatan,92.91,162.99,0.919,44.13,28.3,90.7,1.93,0,170,Tidak Sehat,0
2025-04-23 03:57:24.601906,Industri_Barat,13.98,29.69,1.9,56.51,34.5,86.0,0.65,0,54,Sedang,0
2025-04-23 04:57:24.601906,Jalan_Raya_Timur,120.43,191.22,2.255,60.62,18.0,70.4,1.37,0,184,Tidak Sehat,0
2025-04-23 05:57:24.601906,Jalan_Raya_Timur,35.0,90.19,1.188,32.11,21.4,81.4,0.18,0,99,Sedang,0
2025-04-23 06:57:24.601906,Jalan_Raya_Timur,84.15,123.1,1.602,43.63,32.8,70.8,0.63,0,165,Tidak Sehat,0
2025-04-23 07:57:24.601906,Jalan_Raya_Timur,91.53,137.42,2.599,60.39,18.3,67.4,2.15,0,169,Tidak Sehat,0
2025-04-23 08:57:24.601906,Taman_Selatan,77.06,122.54,1.814,38.57,32.3,88.5,0.66,0,161,Tidak Sehat,0
2025-04-23 09:57:24.601906,Perumahan_Utara,25.73,46.36,1.852,63.34,33.5,77.7,0.81,0,79,Sedang,0
2025-04-23 10:57:24.601906,Pusat_Kota,33.45,64.36,1.041,10.41,26.1,73.5,2.34,0,96,Sedang,0
2025-04-23 11:57:24.601906,Jalan_Raya_Timur,91.86,139.87,1.53,35.97,30.2,66.4,0.77,0,169,Tidak Sehat,0
2025-04-23 12:57:24.601906,Industri_Barat,64.13,112.72,1.109,52.18,27.6,55.5,0.06,1,155,Tidak Sehat,1
2025-04-23 13:57:24.601906,Jalan_Raya_Timur,54.86,98.33,1.031,56.45,29.4,69.1,1.76,0,149,Tidak Sehat untuk Sensitif,0
2025-04-23 14:57:24.601906,Industri_Barat,5.0,25.7,2.212,38.02,19.9,86.0,4.57,0,21,Baik,0
2025-04-23 15:57:24.601906,Industri_Barat,31.18,58.36,1.21,68.51,31.8,82.5,3.44,0,91,Sedang,0
2025-04-23 16:57:24.601906,Jalan_Raya_Timur,113.03,217.99,1.814,53.34,25.1,65.1,0.91,0,180,Tidak Sehat,0
2025-04-23 17:57:24.601906,Taman_Selatan,27.16,61.8,2.68,39.8,22.2,79.6,0.4,0,82,Sedang,0
2025-04-23 18:57:24.601906,Industri_Barat,95.6,201.9,1.803,73.08,19.4,55.9,0.29,0,171,Tidak Sehat,0
2025-04-23 19:57:24.601906,Industri_Barat,84.03,176.8,2.213,62.36,26.8,70.7,0.81,0,165,Tidak Sehat,0
2025-04-23 20:57:24.601906,Jalan_Raya_Timur,41.74,78.68,1.227,22.37,25.9,87.9,0.29,0,116,Tidak Sehat untuk Sensitif,0
2025-04-23 21:57:24.601906,Industri_Barat,40.2,83.91,1.273,38.8,26.4,81.5,2.09,0,112,Tidak Sehat untuk Sensitif,0
2025-04-23 22:57:24.601906,Industri_Barat,18.48,31.39,0.1,34.67,25.8,100.0,7.42,0,64,Sedang,0
2025-04-23 23:57:24.601906,Jalan_Raya_Timur,58.66,87.16,1.421,61.89,22.2,72.1,0.13,1,152,Tidak Sehat,1
2025-04-24 00:57:24.601906,Jalan_Raya_Timur,71.25,129.24,1.622,51.36,35.7,94.0,0.91,0,158,Tidak Sehat,0
2025-04-24 01:57:24.601906,Pusat_Kota,29.76,64.92,1.623,29.15,26.5,58.1,8.92,0,88,Sedang,0
2025-04-24 02:57:24.601906,Taman_Selatan,170.51,256.44,2.201,40.41,32.7,87.8,0.04,1,213,Sangat Tidak Sehat,1
2025-04-24 03:57:24.601906,Taman_Selatan,49.45,87.62,0.772,31.21,23.4,55.3,0.11,0,135,Tidak Sehat untuk Sensitif,0
2025-04-24 04:57:24.601906,Industri_Barat,17.68,36.52,0.73,60.6,40.0,74.1,0.91,0,62,Sedang,0
2025-04-24 05:57:24.601906,Taman_Selatan,70.02,106.69,1.603,31.43,31.7,83.7,0.85,0,158,Tidak Sehat,0
2025-04-24 06:57:24.601906,Industri_Barat,71.84,125.43,0.852,28.37,36.0,35.9,3.03,0,159,Tidak Sehat,0
2025-04-24 07:57:24.601906,Pusat_Kota,9.42,24.94,2.721,44.05,34.0,59.7,1.01,0,39,Baik,0
2025-04-24 08:57:24.601906,Jalan_Raya_Timur,26.57,62.79,2.353,68.84,30.4,66.1,0.95,0,81,Sedang,0
2025-04-24 09:57:24.601906,Jalan_Raya_Timur,69.75,118.26,2.329,63.3,29.5,77.7,1.92,0,158,Tidak Sehat,0
2025-04-24 10:57:24.601906,Jalan_Raya_Timur,5.0,21.06,1.315,28.76,26.6,66.6,2.49,0,21,Baik,0
2025-04-24 11:57:24.601906,Taman_Selatan,123.17,186.02,1.137,28.58,29.5,51.3,12.99,0,186,Tidak Sehat,0
2025-04-24 12:57:24.601906,Pusat_Kota,78.78,129.38,1.568,70.3,24.4,76.7,1.01,0,162,Tidak Sehat,0
2025-04-24 13:57:24.601906,Taman_Selatan,49.53,86.3,1.617,59.2,30.9,40.5,1.22,0,135,Tidak Sehat untuk Sensitif,0
2025-04-24 14:57:24.601906,Taman_Selatan,38.01,84.95,1.474,40.29,22.1,96.0,0.16,0,107,Tidak Sehat untuk Sensitif,0
2025-04-24 15:57:24.601906,Pusat_Kota,29.01,62.2,1.151,53.11,29.7,54.3,0.97,0,86,Sedang,0
2025-04-24 16:57:24.601906,Pusat_Kota,240.64,443.64,2.879,108.37,24.8,63.5,0.25,0,260,Sangat Tidak Sehat,1
2025-04-24 17:57:24.601906,Pusat_Kota,276.08,494.61,4.529,121.04,33.8,60.1,1.87,0,284,Sangat Tidak Sehat,1
2025-04-24 18:57:24.601906,Pusat_Kota,138.92,236.92,1.89,76.17,21.8,69.6,2.12,0,194,Tidak Sehat,0
2025-04-24 19:57:24.601906,Jalan_Raya_Timur,121.13,244.36,2.319,61.29,20.5,57.1,3.94,0,185,Tidak Sehat,0
2025-04-24 20:57:24.601906,Perumahan_Utara,29.85,71.84,2.073,22.94,29.3,41.8,0.21,0,88,Sedang,0
2025-04-24 21:57:24.601906,Perumahan_Utara,81.78,131.75,0.535,30.13,21.9,66.7,1.03,0,164,Tidak Sehat,0
2025-04-24 22:57:24.601906,Pusat_Kota,57.64,99.15,0.968,44.2,28.6,52.6,1.38,0,151,Tidak Sehat,0
2025-04-24 23:57:24.601906,Perumahan_Utara,61.24,98.14,0.898,49.56,32.2,75.7,2.08,0,153,Tidak Sehat,0
2025-04-25 00:57:24.601906,Perumahan_Utara,5.0,18.81,0.775,61.17,28.1,50.3,7.36,0,21,Baik,0
2025-04-25 01:57:24.601906,Pusat_Kota,5.0,22.53,1.457,26.41,22.9,48.6,0.08,0,21,Baik,0
2025-04-25 02:57:24.601906,Perumahan_Utara,142.3,253.44,1.533,46.79,24.3,59.2,3.07,1,196,Tidak Sehat,1
2025-04-25 03:57:24.601906,Taman_Selatan,5.0,13.84,1.173,26.05,31.7,78.9,0.23,0,21,Baik,0
2025-04-25 04:57:24.601906,Industri_Barat,31.35,53.4,1.557,23.88,29.2,67.5,1.17,0,91,Sedang,0
2025-04-25 05:57:24.601906,Industri_Barat,28.78,49.31,2.573,43.25,25.9,100.0,0.83,0,86,Sedang,0
2025-04-25 06:57:24.601906,Pusat_Kota,33.89,65.0,1.502,22.8,31.8,95.7,3.14,0,97,Sedang,0
2025-04-25 07:57:24.601906,Jalan_Raya_Timur,77.89,119.75,1.05,57.71,21.5,87.7,2.66,0,162,Tidak Sehat,0
2025-04-25 08:57:24.601906,Pusat_Kota,51.49,104.29,2.234,56.01,32.5,71.2,3.93,0,140,Tidak Sehat untuk Sensitif,0
2025-04-25 09:57:24.601906,Jalan_Raya_Timur,85.54,165.97,2.251,48.36,31.7,68.0,3.97,0,166,Tidak Sehat,0
2025-04-25 10:57:24.601906,Industri_Barat,54.94,92.34,0.798,51.57,23.1,99.5,0.89,0,149,Tidak Sehat untuk Sensitif,0
2025-04-25 11:57:24.601906,Pusat_Kota,123.46,199.72,1.328,34.41,28.8,59.9,1.52,0,186,Tidak Sehat,0
2025-04-25 12:57:24.601906,Taman_Selatan,5.0,20.43,1.517,35.24,25.7,75.0,0.21,0,21,Baik,0
2025-04-25 13:57:24.601906,Perumahan_Utara,51.02,92.78,1.242,27.12,33.6,67.5,1.07,0,139,Tidak Sehat untuk Sensitif,0
2025-04-25 14:57:24.601906,Jalan_Raya_Timur,65.1,108.72,1.844,72.81,37.2,62.3,2.04,0,155,Tidak Sehat,0
2025-04-25 15:57:24.601906,Perumahan_Utara,41.03,85.33,1.372,30.15,19.8,72.6,6.01,0,114,Tidak Sehat untuk Sensitif,0
2025-04-25 16:57:24.601906,Perumahan_Utara,29.42,52.82,2.002,50.68,28.9,67.9,0.78,0,87,Sedang,0
2025-04-25 17:57:24.601906,Pusat_Kota,108.41,167.13,1.293,65.05,26.7,85.4,4.12,0,178,Tidak Sehat,0
2025-04-25 18:57:24.601906,Perumahan_Utara,82.45,126.81,1.284,62.96,23.6,51.0,3.18,0,164,Tidak Sehat,0
2025-04-25 19:57:24.601906,Taman_Selatan,20.14,43.93,1.443,45.94,23.2,61.0,1.45,0,67,Sedang,0
2025-04-25 20:57:24.601906,Perumahan_Utara,65.35,98.27,1.547,5.0,26.6,62.9,0.21,0,155,Tidak Sehat,0
2025-04-25 21:57:24.601906,Pusat_Kota,109.55,221.89,0.991,49.06,24.3,79.6,4.3,0,178,Tidak Sehat,0
2025-04-25 22:57:24.601906,Taman_Selatan,34.84,55.18,0.679,26.86,33.1,70.0,0.22,0,99,Sedang,0
2025-04-25 23:57:24.601906,Industri_Barat,44.85,79.92,1.143,47.78,31.8,54.2,11.57,0,124,Tidak Sehat untuk Sensitif,0
2025-04-26 00:57:24.601906,Perumahan_Utara,92.14,174.86,1.162,40.24,26.5,52.6,1.92,0,169,Tidak Sehat,0
2025-04-26 01:57:24.601906,Pusat_Kota,13.62,36.69,0.811,44.55,28.7,92.0,2.29,1,53,Sedang,1
2025-04-26 02:57:24.601906,Industri_Barat,100.23,157.34,1.342,36.6,26.0,82.3,1.18,0,174,Tidak Sehat,0
2025-04-26 03:57:24.601906,Industri_Barat,76.97,132.64,2.019,50.8,26.1,47.4,0.68,0,161,Tidak Sehat,0
2025-04-26 04:57:24.601906,Jalan_Raya_Timur,6.58,22.17,0.698,19.42,24.8,73.5,1.35,0,27,Baik,0
2025-04-26 05:57:24.601906,Taman_Selatan,16.24,37.62,1.41,30.83,20.6,70.8,3.47,0,59,Sedang,0
2025-04-26 06:57:24.601906,Perumahan_Utara,333.09,500.0,1.501,37.31,30.6,83.9,1.81,0,322,Berbahaya,1
2025-04-26 07:57:24.601906,Pusat_Kota,5.0,24.57,2.691,47.24,21.1,69.5,0.15,0,21,Baik,0
2025-04-26 08:57:24.601906,Jalan_Raya_Timur,77.7,158.8,1.426,44.37,28.1,80.0,1.88,0,162,Tidak Sehat,0
2025-04-26 09:57:24.601906,Taman_Selatan,48.42,105.27,1.074,65.01,25.2,64.8,0.13,0,133,Tidak Sehat untuk Sensitif,0
2025-04-26 10:57:24.601906,Jalan_Raya_Timur,60.38,91.11,1.377,8.45,35.4,55.7,0.12,0,153,Tidak Sehat,0
2025-04-26 11:57:24.601906,Taman_Selatan,8.39,24.27,0.72,44.01,31.1,49.4,1.95,1,35,Baik,1
2025-04-26 12:57:24.601906,Taman_Selatan,82.31,120.4,2.258,62.19,25.0,72.9,0.15,0,164,Tidak Sehat,0
2025-04-26 13:57:24.601906,Perumahan_Utara,75.82,156.64,0.584,51.28,28.6,56.6,2.35,0,161,Tidak Sehat,0
2025-04-26 14:57:24.601906,Taman_Selatan,25.29,39.98,0.428,21.6,19.9,66.8,2.67,0,78,Sedang,0
2025-04-26 15:57:24.601906,Jalan_Raya_Timur,62.59,101.04,1.294,46.92,25.3,84.3,0.23,0,154,Tidak Sehat,0
2025-04-26 16:57:24.601906,Taman_Selatan,168.4,341.54,0.879,75.4,24.4,68.4,1.52,1,212,Sangat Tidak Sehat,1
2025-04-26 17:57:24.601906,Perumahan_Utara,123.15,181.27,1.238,56.47,33.3,52.9,6.24,0,186,Tidak Sehat,0
2025-04-26 18:57:24.601906,Perumahan_Utara,38.48,57.78,1.494,80.84,23.6,58.7,0.72,1,108,Tidak Sehat untuk Sensitif,1
2025-04-26 19:57:24.601906,Jalan_Raya_Timur,66.59,133.12,1.463,62.8,26.4,81.2,0.65,0,156,Tidak Sehat,0
2025-04-26 20:57:24.601906,Industri_Barat,49.78,91.4,0.858,50.41,32.1,59.4,1.17,1,136,Tidak Sehat untuk Sensitif,1
2025-04-26 21:57:24.601906,Industri_Barat,51.57,113.29,0.861,30.82,25.6,73.9,3.43,0,140,Tidak Sehat untuk Sensitif,0
2025-04-26 22:57:24.601906,Taman_Selatan,58.58,96.77,0.74,44.98,28.8,89.6,2.15,0,152,Tidak Sehat,0
2025-04-26 23:57:24.601906,Pusat_Kota,19.67,34.4,1.635,35.58,32.3,55.5,1.18,0,66,Sedang,0
2025-04-27 00:57:24.601906,Taman_Selatan,235.02,334.03,2.852,82.42,26.8,84.8,2.12,0,257,Sangat Tidak Sehat,1
2025-04-27 01:57:24.601906,Jalan_Raya_Timur,71.15,158.36,1.206,47.58,24.9,85.7,2.33,0,158,Tidak Sehat,0
2025-04-27 02:57:24.601906,Jalan_Raya_Timur,209.25,398.88,1.173,27.16,31.7,82.2,0.01,1,239,Sangat Tidak Sehat,1
2025-04-27 03:57:24.601906,Jalan_Raya_Timur,52.62,89.28,1.153,39.35,28.2,66.3,1.46,0,143,Tidak Sehat untuk Sensitif,0
2025-04-27 04:57:24.601906,Jalan_Raya_Timur,34.7,69.78,1.252,70.65,27.1,73.8,0.22,0,99,Sedang,0
2025-04-27 05:57:24.601906,Jalan_Raya_Timur,33.56,62.99,1.458,55.65,28.7,68.6,0.52,0,96,Sedang,0
2025-04-27 06:57:24.601906,Perumahan_Utara,69.18,126.02,1.752,47.73,27.1,69.8,3.81,0,157,Tidak Sehat,0
2025-04-27 07:57:24.601906,Industri_Barat,68.78,102.83,2.499,62.39,18.0,57.1,2.29,0,157,Tidak Sehat,0
2025-04-27 08:57:24.601906,Jalan_Raya_Timur,20.73,38.1,3.27,74.33,24.1,45.7,1.29,0,69,Sedang,0
2025-04-27 09:57:24.601906,Pusat_Kota,83.96,156.67,1.597,52.28,29.6,51.6,1.13,0,165,Tidak Sehat,0
2025-04-27 10:57:24.601906,Pusat_Kota,19.88,43.87,0.858,50.31,20.0,93.4,0.69,0,67,Sedang,0
2025-04-27 11:57:24.601906,Pusat_Kota,5.0,10.0,1.589,24.28,27.4,100.0,1.1,0,21,Baik,0
2025-04-27 12:57:24.601906,Pusat_Kota,5.0,25.52,0.751,30.46,34.6,100.0,0.34,0,21,Baik,0
2025-04-27 13:57:24.601906,Perumahan_Utara,89.82,178.02,1.215,34.84,28.6,67.1,1.64,1,168,Tidak Sehat,1
2025-04-27 14:57:24.601906,Pusat_Kota,14.42,38.7,2.347,62.02,23.5,59.7,1.22,0,55,Sedang,0
2025-04-27 15:57:24.601906,Jalan_Raya_Timur,5.0,10.0,2.089,61.5,29.0,76.2,3.76,0,21,Baik,0
2025-04-27 16:57:24.601906,Taman_Selatan,52.36,91.44,1.551,65.05,18.0,60.5,0.62,0,142,Tidak Sehat untuk Sensitif,0
2025-04-27 17:57:24.601906,Pusat_Kota,47.71,95.15,1.343,53.15,27.6,96.0,9.62,0,131,Tidak Sehat untuk Sensitif,0
2025-04-27 18:57:24.601906,Perumahan_Utara,171.24,289.32,0.976,53.48,36.7,71.5,5.13,1,214,Sangat Tidak Sehat,1
2025-04-27 19:57:24.601906,Perumahan_Utara,87.3,128.76,2.013,77.39,30.7,78.1,1.62,1,167,Tidak Sehat,1
2025-04-27 20:57:24.601906,Pusat_Kota,246.8,329.08,0.991,39.7,27.4,47.2,2.17,1,264,Sangat Tidak Sehat,1
2025-04-27 21:57:24.601906,Taman_Selatan,68.11,140.86,1.152,49.13,28.6,83.4,6.39,0,157,Tidak Sehat,0
2025-04-27 22:57:24.601906,Pusat_Kota,19.18,35.6,1.05,47.13,34.3,52.0,0.74,0,65,Sedang,0
2025-04-27 23:57:24.601906,Perumahan_Utara,38.88,58.19,1.023,71.29,22.8,85.3,0.07,0,109,Tidak Sehat untuk Sensitif,0
2025-04-28 00:57:24.601906,Industri_Barat,88.67,145.51,0.972,30.85,27.3,55.7,0.63,0,168,Tidak Sehat,0
2025-04-28 01:57:24.601906,Jalan_Raya_Timur,256.58,368.93,3.068,87.8,31.5,53.8,0.17,0,271,Sangat Tidak Sehat,1
2025-04-28 02:57:24.601906,Perumahan_Utara,5.0,12.14,1.793,25.01,18.0,76.9,3.06,0,21,Baik,0
2025-04-28 03:57:24.601906,Pusat_Kota,5.0,16.04,0.1,36.6,31.3,68.5,0.67,0,21,Baik,0
2025-04-28 04:57:24.601906,Jalan_Raya_Timur,15.54,29.31,1.026,44.42,26.8,46.9,0.28,0,58,Sedang,0
2025-04-28 05:57:24.601906,Pusat_Kota,22.31,45.3,0.668,50.1,27.7,57.7,7.6,0,72,Sedang,0
2025-04-28 06:57:24.601906,Pusat_Kota,29.16,65.02,1.457,23.54,27.2,77.3,0.05,0,87,Sedang,0
2025-04-28 07:57:24.601906,Industri_Barat,63.43,135.59,1.785,68.57,36.2,60.1,8.46,0,154,Tidak Sehat,0
2025-04-28 08:57:24.601906,Jalan_Raya_Timur,99.94,188.26,2.575,45.25,26.9,64.4,2.16,0,173,Tidak Sehat,0
2025-04-28 09:57:24.601906,Jalan_Raya_Timur,232.09,461.6,2.499,54.0,33.3,67.8,1.55,1,255,Sangat Tidak Sehat,1
2025-04-28 10:57:24.601906,Industri_Barat,38.56,76.14,0.77,45.95,25.2,57.3,2.05,0,108,Tidak Sehat untuk Sensitif,0
2025-04-28 11:57:24.601906,Perumahan_Utara,5.0,10.0,1.34,15.95,21.2,59.1,5.69,0,21,Baik,0
2025-04-28 12:57:24.601906,Pusat_Kota,13.59,31.38,1.767,34.12,32.7,55.5,0.2,0,53,Sedang,0
2025-04-28 13:57:24.601906,Taman_Selatan,31.81,48.29,1.036,45.38,28.5,92.0,2.16,0,92,Sedang,0
2025-04-28 14:57:24.601906,Pusat_Kota,6.42,15.48,1.187,37.58,24.3,86.0,1.21,0,27,Baik,0
2025-04-28 15:57:24.601906,Pusat_Kota,89.93,172.93,0.873,37.56,21.2,68.8,3.71,0,168,Tidak Sehat,0
2025-04-28 16:57:24.601906,Perumahan_Utara,49.65,86.85,1.881,74.46,38.4,66.5,1.16,1,136,Tidak Sehat untuk Sensitif,1
2025-04-28 17:57:24.601906,Pusat_Kota,86.06,120.04,2.154,44.91,27.1,83.1,1.06,0,166,Tidak Sehat,0
2025-04-28 18:57:24.601906,Industri_Barat,19.98,43.62,2.294,43.41,30.2,65.1,5.35,0,67,Sedang,0
2025-04-28 19:57:24.601906,Industri_Barat,96.94,141.76,2.376,44.55,24.4,39.8,3.2,0,172,Tidak Sehat,0
2025-04-28 20:57:24.601906,Jalan_Raya_Timur,45.13,84.36,1.16,53.63,28.7,60.5,0.5,0,124,Tidak Sehat untuk Sensitif,0
2025-04-28 21:57:24.601906,Taman_Selatan,102.94,207.87,0.786,33.03,35.3,75.3,1.26,0,175,Tidak Sehat,0
2025-04-28 22:57:24.601906,Pusat_Kota,5.0,11.21,1.007,56.1,26.9,65.0,2.48,0,21,Baik,0
2025-04-28 23:57:24.601906,Pusat_Kota,18.68,44.74,1.797,50.95,27.3,74.2,0.54,0,64,Sedang,0
2025-04-29 00:57:24.601906,Perumahan_Utara,22.06,40.53,1.912,50.95,36.3,76.0,2.58,0,71,Sedang,0
2025-04-29 01:57:24.601906,Industri_Barat,35.06,76.41,1.13,30.4,18.3,96.9,3.26,0,99,Sedang,0
2025-04-29 02:57:24.601906,Taman_Selatan,61.05,131.69,1.335,31.13,23.7,69.3,3.13,1,153,Tidak Sehat,1
2025-04-29 03:57:24.601906,Jalan_Raya_Timur,25.59,58.09,1.246,78.97,27.4,91.8,0.18,0,79,Sedang,0
2025-04-29 04:57:24.601906,Industri_Barat,29.23,67.22,1.229,59.13,26.0,78.8,0.86,0,87,Sedang,0
2025-04-29 05:57:24.601906,Jalan_Raya_Timur,5.0,15.57,0.1,65.28,30.0,64.2,9.15,0,21,Baik,0
2025-04-29 06:57:24.601906,Perumahan_Utara,175.88,297.31,0.597,13.25,28.0,97.3,2.74,1,217,Sangat Tidak Sehat,1
2025-04-29 07:57:24.601906,Perumahan_Utara,174.49,302.99,2.358,58.71,25.3,100.0,3.2,0,216,Sangat Tidak Sehat,1
2025-04-29 08:57:24.601906,Pusat_Kota,70.82,104.24,2.092,74.51,32.4,64.3,2.34,0,158,Tidak Sehat,0
2025-04-29 09:57:24.601906,Taman_Selatan,49.15,104.78,2.506,75.61,24.7,67.9,4.14,1,134,Tidak Sehat untuk Sensitif,1
2025-04-29 10:57:24.601906,Jalan_Raya_Timur,13.79,34.35,1.133,55.7,31.2,86.4,2.56,0,54,Sedang,0
2025-04-29 11:57:24.601906,Industri_Barat,71.46,106.09,0.593,50.19,25.5,85.3,1.73,0,158,Tidak Sehat,0
